"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 13 15:46:30 UZT 2024","Sat Jul 13 15:46:37 UZT 2024","6417","","com.example.kaspresso.IncrementButtonTest","","com.example.kaspresso.IncrementButtonTest","incrementButtonShouldIncreaseCounterValue","incrementButtonShouldIncreaseCounterValue",""
